category,words
posemo,brilliant 
affect,brilliantly 
posemo,brilliantly 
verb,bring 
focuspresent,bring 
relativ,bring 
motion,bring 
verb,bringing 
relativ,bringing 
motion,bringing 
verb,brings 
focuspresent,brings 
relativ,brings 
motion,brings 
relativ,brink 
space,brink 
social,bro 
family,bro 
male,bro 
drives,bro 
affiliation,bro 
social,bro'* 
family,bro'* 
male,bro'* 
drives,bro'* 
affiliation,bro'* 
adj,broad 
relativ,broad 
space,broad 
adj,broader 
compare,broader 
relativ,broader 
space,broader 
adj,broadest 
compare,broadest 
relativ,broadest 
space,broadest 
leisure,broadway 
verb,broke 
affect,broke 
negemo,broke 
sad,broke 
focuspast,broke 
adj,broken 
work,broker* 
money,broker* 
bio,bronchi* 
health,bronchi* 
home,broom* 
social,bros 
family,bros 
male,bros 
drives,bros 
affiliation,bros 
social,brother* 
family,brother* 
male,brother* 
drives,brother* 
affiliation,brother* 
verb,brought 
focuspast,brought 
relativ,brought 
motion,brought 
adj,brown 
percept,brown 
see,brown 
bio,brownies 
ingest,brownies 
social,bruh 
male,bruh 
bio,brunch* 
ingest,brunch* 
percept,brush* 
feel,brush* 
affect,brutal* 
negemo,brutal* 
anger,brutal* 
money,buck 
money,bucks 
social,bud 
friend,bud 
drives,bud 
affiliation,bud 
relig,buddh* 
social,buddies 
friend,buddies 
drives,buddies 
affiliation,buddies 
social,buddy* 
friend,buddy* 
male,buddy* 
drives,buddy* 
affiliation,buddy* 
money,budget* 
bio,bulimi* 
health,bulimi* 
ingest,bulimi* 
drives,bullies 
power,bullies 
drives,bully 
power,bully 
drives,bum 
power,bum 
relativ,bumfuck 
space,bumfuck 
drives,bums 
power,bums 
quant,bunch 
affect,burden* 
negemo,burden* 
work,bureau* 
bio,burger 
ingest,burger 
percept,burn 
feel,burn 
percept,burned 
feel,burned 
percept,burning 
feel,burning 
drives,burnout* 
achiev,burnout* 
work,burnout* 
percept,burns 
feel,burns 
percept,burnt 
feel,burnt 
bio,burp* 
body,burp* 
adj,busier 
compare,busier 
work,busier 
adj,busiest 
compare,busiest 
work,busiest 
work,business* 
money,business* 
adj,busy 
relativ,busy 
time,busy 
work,busy 
function,but 
conj,but 
cogproc,but 
differ,but 
bio,butt 
body,butt 
percept,butter* 
bio,butter* 
ingest,butter* 
bio,buttfuck* 
sexual,buttfuck* 
bio,butts 
body,butts 
money,buy* 
function,by 
prep,by 
social,bye 
relativ,bye 
time,bye 
bio,cafe* 
ingest,cafe* 
leisure,cafe* 
bio,caffeine 
ingest,caffeine 
bio,cake* 
ingest,cake* 
work,calculus 
social,call 
bio,call-girl* 
sexual,call-girl* 
verb,called 
social,called 
focuspast,called 
social,caller* 
bio,callgirl* 
sexual,callgirl* 
social,calling 
social,calls 
adj,calm 
affect,calm 
posemo,calm 
adj,calmer 
compare,calmer 
affect,calmer 
posemo,calmer 
adj,calmest 
compare,calmest 
affect,calmest 
posemo,calmest 
affect,calming 
posemo,calming 
affect,calmly 
drives,camarad* 
affiliation,camarad* 
verb,came 
focuspast,came 
relativ,came 
motion,came 
drives,campaign* 
power,campaign* 
leisure,camping 
work,campus* 
function,can 
auxverb,can 
focuspresent,can 
function,can't 
negate,can't 
cogproc,can't 
differ,can't 
focuspresent,can't 
bio,cancer* 
health,cancer* 
bio,candie* 
ingest,candie* 
percept,candle* 
see,candle* 
bio,candy 
ingest,candy 
function,cannot 
auxverb,cannot 
negate,cannot 
verb,cannot 
cogproc,cannot 
differ,cannot 
focuspresent,cannot 
function,cant 
negate,cant 
cogproc,cant 
differ,cant 
focuspresent,cant 
drives,capab* 
achiev,capab* 
relativ,capacit* 
space,capacit* 
drives,captain 
power,captain 
drives,captive* 
power,captive* 
relativ,car 
motion,car 
percept,caramel* 
bio,cardia* 
health,cardia* 
bio,cardio* 
health,cardio* 
leisure,cards 
verb,care 
affect,care 
posemo,care 
focuspresent,care 
verb,cared 
affect,cared 
posemo,cared 
focuspast,cared 
work,career* 
affect,carefree 
posemo,carefree 
drives,careful* 
risk,careful* 
affect,careless* 
negemo,careless* 
verb,cares 
affect,cares 
posemo,cares 
focuspresent,cares 
percept,caress* 
feel,caress* 
drives,caretaker 
power,caretaker 
adj,caring 
affect,caring 
posemo,caring 
home,carpet* 
verb,carried 
focuspast,carried 
relativ,carried 
motion,carried 
relativ,carrier* 
motion,carrier* 
verb,carries 
focuspresent,carries 
relativ,carries 
motion,carries 
verb,carry 
focuspresent,carry 
relativ,carry 
motion,carry 
relativ,carrying 
motion,carrying 
leisure,cartoon* 
drives,cash 
power,cash 
money,cash 
verb,cashed 
money,cashed 
verb,cashes 
focuspresent,cashes 
money,cashes 
money,cashing 
leisure,casino* 
money,casino* 
drives,caste 
power,caste 
affect,casual 
leisure,casual 
affect,casually 
relativ,catch 
motion,catch 
verb,catching 
cogproc,categor* 
insight,categor* 
relig,catholic* 
verb,caught 
focuspast,caught 
relativ,caught 
motion,caught 
cogproc,caus* 
cause,caus* 
drives,caution* 
risk,caution* 
drives,cautious* 
risk,cautious* 
bio,cbt 
health,cbt 
social,cc 
social,cced 
focuspast,cced 
social,cc'ed 
focuspast,cc'ed 
social,cc'd 
focuspast,cc'd 
leisure,cd* 
drives,cease* 
risk,cease* 
relativ,cease* 
time,cease* 
relativ,ceasing 
time,ceasing 
relativ,ceiling* 
space,ceiling* 
social,celebrat* 
drives,celebrat* 
affiliation,celebrat* 
achiev,celebrat* 
leisure,celebrat* 
drives,celebrities 
power,celebrities 
leisure,celebrities 
drives,celebrity 
power,celebrity 
leisure,celebrity 
percept,cellphone* 
hear,cellphone* 
money,cent 
relativ,center* 
space,center* 
relativ,central* 
space,central* 
relativ,centre* 
space,centre* 
money,cents 
relativ,centur* 
time,centur* 
drives,ceo* 
power,ceo* 
work,ceo* 
bio,cereals 
ingest,cereals 
affect,certain* 
posemo,certain* 
cogproc,certain* 
certain,certain* 
work,certif* 
drives,cfo* 
power,cfo* 
work,cfo* 
drives,chairm* 
power,chairm* 
work,chairm* 
drives,chairperson 
power,chairperson 
work,chairperson 
drives,chairw* 
power,chairw* 
work,chairw* 
affect,challeng* 
posemo,challeng* 
drives,challeng* 
achiev,challeng* 
work,challeng* 
affect,champ* 
posemo,champ* 
drives,champ* 
achiev,champ* 
power,champ* 
work,champ* 
cogproc,chance 
tentat,chance 
cogproc,change 
cause,change 
relativ,change 
motion,change 
verb,changed 
cogproc,changed 
cause,changed 
focuspast,changed 
relativ,changed 
motion,changed 
cogproc,changes 
cause,changes 
relativ,changes 
motion,changes 
cogproc,changing 
cause,changing 
relativ,changing 
motion,changing 
leisure,channel* 
social,chap 
friend,chap 
male,chap 
relig,chapel* 
relig,chaplain* 
quant,chapter 
drives,charisma 
power,charisma 
affect,charit* 
posemo,charit* 
money,charit* 
affect,charm* 
posemo,charm* 
social,chat* 
drives,chat* 
affiliation,chat* 
leisure,chat* 
drives,cheap 
power,cheap 
money,cheap 
drives,cheapen* 
power,cheapen* 
money,cheapen* 
adj,cheaper 
compare,cheaper 
drives,cheaper 
power,cheaper 
money,cheaper 
adj,cheapest 
compare,cheapest 
drives,cheapest 
power,cheapest 
money,cheapest 
affect,cheat* 
negemo,cheat* 
anger,cheat* 
drives,cheat* 
achiev,cheat* 
money,checkbook* 
leisure,checkers 
bio,checkup* 
health,checkup* 
bio,cheek* 
body,cheek* 
affect,cheer 
posemo,cheer 
adj,cheerful 
affect,cheerful 
posemo,cheerful 
affect,cheers 
posemo,cheers 
adj,cheery 
affect,cheery 
posemo,cheery 
bio,chees* 
ingest,chees* 
money,chequ* 
affect,cherish* 
posemo,cherish* 
leisure,chess 
bio,chest* 
body,chest* 
bio,chew* 
ingest,chew* 
social,chick 
female,chick 
social,chick'* 
female,chick'* 
social,chicks 
female,chicks 
drives,chief* 
power,chief* 
social,child 
drives,child 
power,child 
social,child'* 
drives,child'* 
power,child'* 
relativ,childhood 
time,childhood 
social,children* 
drives,children* 
power,children* 
bio,chili 
ingest,chili 
leisure,chillin* 
bio,chills 
health,chills 
adj,chilly 
bio,chiropract* 
health,chiropract* 
social,chit-chat* 
drives,chit-chat* 
affiliation,chit-chat* 
social,chitchat* 
drives,chitchat* 
affiliation,chitchat* 
bio,chlamydia 
health,chlamydia 
sexual,chlamydia 
bio,chocolat* 
ingest,chocolat* 
cogproc,choice* 
insight,choice* 
percept,choir* 
hear,choir* 
leisure,choir* 
bio,chok* 
health,chok* 
bio,cholester* 
health,cholester* 
cogproc,choos* 
insight,choos* 
work,chore* 
home,chore* 
percept,chorus 
hear,chorus 
leisure,chorus 
bio,chow* 
ingest,chow* 
relig,christ 
relig,christen* 
relig,christian* 
relativ,christmas* 
time,christmas* 
relig,christmas* 
bio,chronic* 
health,chronic* 
relativ,chronic* 
time,chronic* 
affect,chuckl* 
posemo,chuckl* 
social,chum 
friend,chum 
drives,chum 
affiliation,chum 
adj,chummy 
drives,chummy 
affiliation,chummy 
social,chums 
friend,chums 
drives,chums 
affiliation,chums 
drives,church* 
affiliation,church* 
relig,church* 
bio,cigar* 
health,cigar* 
ingest,cigar* 
leisure,cinema* 
percept,circle 
see,circle 
relativ,circulat* 
motion,circulat* 
social,citizen 
social,citizen'* 
social,citizens 
percept,citrus* 
relativ,city 
space,city 
drives,clan 
affiliation,clan 
drives,clans 
affiliation,clans 
percept,clap 
hear,clap 
percept,clapped 
hear,clapped 
focuspast,clapped 
percept,clapping 
hear,clapping 
percept,claps 
hear,claps 
cogproc,clarif* 
insight,clarif* 
work,class 
work,classes 
adj,classic 
adj,classical 
social,classmate 
friend,classmate 
work,classmate 
social,classmates 
friend,classmates 
work,classmates 
work,classroom* 
adj,clean 
verb,cleaned 
focuspast,cleaned 
adj,cleaner 
compare,cleaner 
adj,cleanest 
compare,cleanest 
verb,cleaning 
verb,cleans 
focuspresent,cleans 
adj,clear 
cogproc,clear 
certain,clear 
percept,clear 
see,clear 
function,clearly 
adverb,clearly 
cogproc,clearly 
certain,clearly 
relig,clergy 
adj,clever 
affect,clever 
posemo,clever 
percept,click* 
hear,click* 
work,client* 
drives,climb* 
achiev,climb* 
relativ,climb* 
motion,climb* 
bio,clinic* 
health,clinic* 
social,clique* 
friend,clique* 
drives,clique* 
affiliation,clique* 
bio,clit 
body,clit 
sexual,clit 
bio,clitoris* 
body,clitoris* 
sexual,clitoris* 
relativ,clock* 
time,clock* 
relativ,close 
space,close 
relativ,closed 
space,closed 
relativ,closely 
space,closely 
adj,closer 
compare,closer 
relativ,closer 
space,closer 
relativ,closes 
motion,closes 
adj,closest 
compare,closest 
relativ,closest 
space,closest 
home,closet* 
relativ,closing 
motion,closing 
cogproc,closure 
insight,closure 
bio,clothes 
body,clothes 
drives,club 
affiliation,club 
leisure,club 
drives,clubs 
affiliation,clubs 
leisure,clubs 
cogproc,clue 
insight,clue 
social,co-work* 
work,co-work* 
drives,coach* 
power,coach* 
leisure,coach* 
bio,cock 
body,cock 
sexual,cock 
bio,cocks* 
body,cocks* 
sexual,cocks* 
bio,cocktail* 
ingest,cocktail* 
leisure,cocktail* 
bio,codeine 
health,codeine 
bio,coffee* 
ingest,coffee* 
leisure,coffee* 
cogproc,cohere* 
insight,cohere* 
money,coin 
money,coins 
bio,coke* 
ingest,coke* 
bio,cola 
ingest,cola 
adj,cold 
percept,cold 
feel,cold 
adj,colder 
compare,colder 
percept,colder 
feel,colder 
adj,coldest 
compare,coldest 
percept,coldest 
feel,coldest 
affect,coldly 
negemo,coldly 
drives,collaborate* 
affiliation,collaborate* 
work,collaborate* 
drives,collaboration 
affiliation,collaboration 
work,collaboration 
drives,collaborative 
affiliation,collaborative 
work,collaborative 
work,collaborator* 
social,colleague* 
friend,colleague* 
drives,colleague* 
affiliation,colleague* 
work,colleague* 
work,colleg* 
percept,cologne* 
bio,colon 
body,colon 
bio,colono* 
health,colono* 
percept,color* 
see,color* 
percept,colour* 
see,colour* 
relativ,column* 
space,column* 
social,coma* 
friend,coma* 
bio,coma* 
health,coma* 
verb,come 
focuspresent,come 
relativ,come 
motion,come 
affect,comed* 
posemo,comed* 
leisure,comed* 
verb,comes 
focuspresent,comes 
relativ,comes 
motion,comes 
affect,comfort 
posemo,comfort 
adj,comfortable 
affect,comfortable 
posemo,comfortable 
affect,comfortably 
posemo,comfortably 
affect,comforting 
posemo,comforting 
affect,comforts 
posemo,comforts 
leisure,comic* 
verb,coming 
focusfuture,coming 
relativ,coming 
motion,coming 
drives,command* 
power,command* 
social,comment* 
work,commerc* 
cogproc,commit 
certain,commit 
focuspresent,commit 
cogproc,commitment* 
certain,commitment* 
cogproc,commits 
certain,commits 
focuspresent,commits 
cogproc,committed 
certain,committed 
work,committee* 
cogproc,committing 
certain,committing 
adj,common 
relativ,common 
function,commonly 
adverb,commonly 
social,commun* 
drives,commun* 
affiliation,commun* 
relativ,commute* 
motion,commute* 
work,commute* 
relativ,commuting 
motion,commuting 
work,commuting 
social,compadre* 
friend,compadre* 
drives,compadre* 
affiliation,compadre* 
work,companies 
social,companion* 
friend,companion* 
drives,companion* 
affiliation,companion* 
social,company 
work,company 
adj,compar* 
compare,compar* 
affect,compassion* 
posemo,compassion* 
social,compassion* 
drives,compassion* 
affiliation,compassion* 
cogproc,compel* 
cause,compel* 
money,compensat* 
drives,compet* 
achiev,compet* 
power,compet* 
work,compet* 
affect,complain* 
negemo,complain* 
social,complain* 
cogproc,complete 
certain,complete 
cogproc,completed 
certain,completed 
focuspast,completed 
function,completely 
adverb,completely 
cogproc,completely 
certain,completely 
cogproc,completes 
certain,completes 
focuspresent,completes 
adj,complex 
cogproc,complex 
insight,complex 
cogproc,complexity 
insight,complexity 
cogproc,compliance 
cause,compliance 
drives,compliance 
power,compliance 
adj,compliant 
cogproc,compliant 
cause,compliant 
drives,compliant 
power,compliant 
cogproc,complicate 
insight,complicate 
adj,complicated 
cogproc,complicated 
insight,complicated 
cogproc,complicates 
insight,complicates 
focuspresent,complicates 
cogproc,complicating 
insight,complicating 
cogproc,complication* 
insight,complication* 
verb,complied 
cogproc,complied 
cause,complied 
drives,complied 
power,complied 
focuspast,complied 
verb,complies 
cogproc,complies 
cause,complies 
drives,complies 
power,complies 
focuspresent,complies 
affect,compliment* 
posemo,compliment* 
social,compliment* 
drives,compliment* 
affiliation,compliment* 
verb,comply* 
cogproc,comply* 
cause,comply* 
drives,comply* 
power,comply* 
cogproc,compreh* 
insight,compreh* 
drives,compromis* 
affiliation,compromis* 
work,comput* 
social,comrad* 
friend,comrad* 
drives,comrad* 
affiliation,comrad* 
cogproc,concentrat* 
insight,concentrat* 
drives,concern 
risk,concern 
affect,concerned 
percept,concert* 
hear,concert* 
leisure,concert* 
cogproc,conclud* 
insight,conclud* 
cogproc,conclus* 
insight,conclus* 
affect,condemn* 
negemo,condemn* 
drives,condemn* 
power,condemn* 
home,condo 
bio,condom 
health,condom 
sexual,condom 
home,condominium* 
bio,condoms 
health,condoms 
sexual,condoms 
home,condos 
work,conferenc* 
social,confess* 
cogproc,confess* 
insight,confess* 
relig,confess* 
social,confidant* 
friend,confidant* 
drives,confidant* 
affiliation,confidant* 
verb,confide 
social,confide 
drives,confide 
affiliation,confide 
focuspresent,confide 
verb,confided 
social,confided 
drives,confided 
affiliation,confided 
focuspast,confided 
affect,confidence 
posemo,confidence 
cogproc,confidence 
certain,confidence 
drives,confidence 
achiev,confidence 
power,confidence 
reward,confidence 
affect,confident 
posemo,confident 
cogproc,confident 
certain,confident 
drives,confident 
achiev,confident 
power,confident 
reward,confident 
affect,confidently 
posemo,confidently 
cogproc,confidently 
certain,confidently 
drives,confidently 
achiev,confidently 
power,confidently 
reward,confidently 
verb,confides 
social,confides 
drives,confides 
affiliation,confides 
focuspresent,confides 
verb,confiding 
social,confiding 
drives,confiding 
affiliation,confiding 
drives,conform 
power,conform 
drives,conformity 
power,conformity 
affect,confront* 
negemo,confront* 
anger,confront* 
affect,confuse 
negemo,confuse 
anx,confuse 
cogproc,confuse 
tentat,confuse 
affect,confused 
negemo,confused 
anx,confused 
cogproc,confused 
tentat,confused 
affect,confusedly 
negemo,confusedly 
anx,confusedly 
verb,confuses 
cogproc,confuses 
tentat,confuses 
focuspresent,confuses 
affect,confusing 
negemo,confusing 
anx,confusing 
cogproc,confusing 
tentat,confusing 
cogproc,confusion* 
tentat,confusion* 
bio,congest* 
health,congest* 
work,conglom* 
social,congregat* 
drives,congregat* 
affiliation,congregat* 
drives,congress* 
power,congress* 
work,congress* 
relativ,connection* 
space,connection* 
drives,conquer* 
achiev,conquer* 
power,conquer* 
drives,conquest* 
power,conquest* 
drives,conscientious* 
achiev,conscientious* 
cogproc,conscious* 
insight,conscious* 
cogproc,consequen* 
cause,consequen* 
drives,consequen* 
risk,consequen* 
verb,consider 
cogproc,consider 
insight,consider 
focuspresent,consider 
adj,considerate 
affect,considerate 
posemo,considerate 
cogproc,consideration 
insight,consideration 
verb,considered 
cogproc,considered 
insight,considered 
verb,considering 
cogproc,considering 
insight,considering 
verb,considers 
cogproc,considers 
insight,considers 
focuspresent,considers 
drives,consort* 
affiliation,consort* 
relativ,constant 
time,constant 
function,constantly 
adverb,constantly 
relativ,constantly 
time,constantly 
bio,constipat* 
health,constipat* 
work,construction* 
social,consult* 
work,consult* 
work,consumer* 
money,consumer* 
social,contact 
friend,contact 
verb,contacted 
social,contacted 
focuspast,contacted 
social,contacts 
friend,contacts 
bio,contag* 
health,contag* 
relativ,contain* 
space,contain* 
cogproc,contemplat* 
insight,contemplat* 
affect,contempt* 
negemo,contempt* 
anger,contempt* 
affect,contented* 
posemo,contented* 
affect,contentment 
posemo,contentment 
cogproc,contingen* 
tentat,contingen* 
function,continually 
adverb,continually 
relativ,continually 
time,continually 
focuspresent,continue 
relativ,continue 
time,continue 
relativ,continued 
time,continued 
focuspresent,continues 
relativ,continues 
time,continues 
affect,contradic* 
negemo,contradic* 
anger,contradic* 
social,contradic* 
cogproc,control* 
cause,control* 
drives,control* 
power,control* 
drives,convene 
affiliation,convene 
relig,convent 
relig,convents 
social,convers* 
drives,convers* 
affiliation,convers* 
cogproc,convinc* 
insight,convinc* 
bio,cook* 
ingest,cook* 
leisure,cook* 
adj,cool 
affect,cool 
posemo,cool 
percept,cool 
